pid,lot_frontage,lot_area,has_alley,is_lot_shape_regluar,is_land_countour_hls,is_land_slope_mod,overall_qual,mas_vnr_area,exter_qual_Ex_Gd,bsmt_qual_Ex_Gd,bsmt_cond_is_TA_Gd_Ex,has_bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,is_heating_qc_Ex,has_central_air,electrical_is_SBrkr,1st_flr_sf,2nd_flr_sf,gr_liv_area,full_bath,bedroom_abvgr,kitchen_qual_Ex_Gd,totrms_abvgrd,is_functional,has_fireplace,fireplace_qu_Ex_Gd,garage_type_Attchd_BuiltIn,garage_cars,garage_area,garage_qual_Ex_Gd_TA,garage_cond_Ex_Gd_TA,is_fully_paved_drive,has_fence,has_misc_feature,saleprice,ms_subclass_group_1,ms_subclass_group_2,ms_zoning_RL,ms_zoning_FV,lot_config_Inside,lot_config_Corner,neighborhood_group_1,neighborhood_group_2,neighborhood_group_3,bldg_type_1Fam,bldg_type_TwnhsE,house_style_2Story,house_style_1Story,home_age,home_has_remodel,mas_vnr_type_Stone,mas_vnr_type_BrkFace,has_basement,roof_style_Gable,roof_style_Hip,exterior_has_VinylSd,exterior_has_MetalSd,exterior_has_HdBoard,exterior_has_Wd_Sdng,exterior_has_Plywood,foundation_PConc,foundation_CBlock,bsmt_GLQ_sf,bsmt_ALQ_sf,bsmt_BLQ_sf,bsmt_LwQ_sf,bsmt_Rec_sf,has_2nd_flr,total_full_baths,total_baths,garage_new_2006,has_garage,garage_finish_RFn,garage_finish_Unf,garage_finish_Fin,all_porch_sf,has_porch,sold_premium_month,yr_sold_2006,yr_sold_2007,yr_sold_2008,yr_sold_2009,sale_type_WD,sale_type_New
905200280,69.05520046484602,13650,0,1,0,0,5,0.0,1,0,1,0,554.0,1052.0,1,1,1,1252,668,1920,2,4,1,8,1,1,1,1,2.0,451.0,1,1,1,1,1,172500,1,0,1,0,1,0,1,0,0,1,0,0,0,52,1,0,0,1,1,0,0,1,0,0,0,0,1,0.0,57.0,441.0,0.0,0.0,1,3.0,3.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
908103090,67.0,8308,0,1,0,0,4,20.0,0,0,1,0,115.0,1088.0,0,1,1,1088,0,1088,1,2,0,4,1,0,0,0,2.0,520.0,1,1,0,1,1,110000,0,1,1,0,1,0,1,0,0,1,0,0,1,47,1,1,0,1,1,0,1,0,0,0,0,0,1,0.0,0.0,132.0,841.0,0.0,0,1.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
534277090,69.05520046484602,9450,0,0,0,0,4,160.0,0,0,1,0,265.0,1040.0,0,1,1,1362,0,1362,1,3,0,6,1,1,1,1,3.0,768.0,1,1,1,0,1,140000,0,1,1,0,0,1,1,0,0,1,0,0,1,53,1,0,1,1,1,0,0,0,0,1,0,0,1,0.0,0.0,775.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,84,1,0,0,0,0,1,0,0
906394050,78.0,9317,0,0,0,0,6,0.0,1,1,1,0,1290.0,1314.0,0,1,1,1314,0,1314,2,3,1,6,1,1,1,1,2.0,440.0,1,1,1,1,1,176432,0,1,1,0,1,0,0,1,0,1,0,0,1,4,1,0,0,1,1,0,1,0,0,0,0,1,0,24.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1,1,1,0,0,22,1,0,0,1,0,0,0,0
531450090,69.05520046484602,7153,0,1,0,0,6,88.0,0,1,1,0,78.0,1278.0,0,1,1,1294,0,1294,2,3,1,6,1,0,0,1,2.0,496.0,1,1,1,0,1,179200,0,1,1,0,1,0,0,1,0,1,0,0,1,19,1,0,1,1,1,0,0,0,1,0,0,0,1,1200.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,1,0,0,163,1,1,0,0,1,0,0,0
906380120,68.0,8814,0,1,0,0,7,80.0,1,1,1,0,349.0,1274.0,1,1,1,1274,0,1274,2,3,1,6,1,0,0,1,2.0,508.0,1,1,1,1,1,203000,0,1,1,0,1,0,0,1,0,1,0,0,1,5,0,0,1,1,1,0,1,0,0,0,0,1,0,925.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,1,0,0,362,1,1,0,1,0,0,0,1
528435060,83.0,9849,0,1,0,0,7,0.0,1,1,1,1,1689.0,1689.0,1,1,1,1689,0,1689,2,3,1,7,1,0,0,1,3.0,954.0,1,1,1,1,1,248328,0,1,1,0,1,0,0,1,0,1,0,0,1,3,1,1,0,1,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1,1,1,0,0,56,1,1,0,1,0,0,0,1
916382110,79.0,14463,0,0,1,0,9,406.0,1,1,1,1,526.0,1641.0,1,1,1,1641,0,1641,2,3,1,7,1,0,0,1,3.0,885.0,1,1,1,1,1,316500,0,1,1,0,0,1,0,1,0,1,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0,1,0,1115.0,0.0,0.0,0.0,0.0,0,3.0,3.0,1,1,0,0,1,95,1,1,0,0,0,1,0,0
905403060,50.0,5190,0,1,0,0,7,0.0,0,0,1,0,570.0,570.0,0,1,1,617,462,1079,1,2,0,5,1,1,1,1,1.0,249.0,1,1,1,1,1,125600,1,0,1,0,1,0,1,0,0,1,0,0,0,62,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,1,0,1,0,135,1,1,0,0,1,0,0,0
902406020,65.0,9750,0,1,0,0,5,164.0,0,0,1,0,784.0,984.0,0,1,1,984,0,984,1,2,0,5,1,0,0,0,1.0,308.0,1,1,0,1,1,110000,0,1,0,0,1,0,1,0,0,1,0,0,1,51,1,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,200.0,0,2.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
902205130,50.0,6000,0,1,0,0,4,0.0,0,0,1,0,710.0,960.0,0,1,0,960,0,960,1,2,0,5,1,0,0,0,1.0,308.0,1,1,1,1,1,108500,0,0,0,0,1,0,1,0,0,1,0,0,1,90,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0,250.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,168,1,1,0,1,0,0,0,0
911204090,66.0,8712,0,1,0,1,5,0.0,0,0,1,1,540.0,540.0,0,0,0,1044,0,1044,1,2,0,4,1,0,0,0,2.0,504.0,1,1,0,1,0,55993,0,1,0,0,1,0,0,0,0,1,0,0,1,58,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
902206220,69.0,11851,0,1,0,0,5,0.0,0,0,1,0,247.0,1027.0,1,1,1,1027,606,1633,1,3,1,7,1,1,1,0,1.0,240.0,1,1,1,1,1,129000,1,0,0,0,1,0,1,0,0,1,0,0,0,62,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,780.0,0.0,0.0,1,1.0,1.0,0,1,0,1,0,226,1,1,0,0,0,0,0,0
916402125,54.0,13811,0,0,0,0,6,72.0,0,1,1,0,92.0,1112.0,0,1,1,1137,0,1137,2,2,1,5,1,1,0,1,2.0,551.0,1,1,1,1,1,176000,0,1,1,0,1,0,0,1,0,1,0,0,1,23,1,0,1,1,1,0,0,0,1,0,0,0,1,980.0,0.0,0.0,40.0,0.0,0,3.0,3.0,0,1,0,1,0,125,1,1,1,0,0,0,0,0
535402090,83.0,10143,0,1,0,0,6,295.0,0,0,1,0,996.0,1380.0,0,1,1,1380,0,1380,1,3,0,6,1,0,0,1,1.0,364.0,1,1,1,0,1,154000,0,1,1,0,1,0,1,0,0,1,0,0,1,47,1,0,1,1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,384.0,0,1.0,2.0,0,1,0,1,0,216,1,1,0,0,0,1,0,0
916402215,93.0,18265,0,1,0,0,6,228.0,1,1,1,1,276.0,1256.0,1,1,1,1256,0,1256,2,3,1,6,1,1,0,1,2.0,578.0,1,1,1,1,1,180000,0,1,1,0,0,1,0,1,0,1,0,0,1,24,1,0,1,1,1,0,0,0,1,0,1,0,1,920.0,0.0,0.0,0.0,60.0,0,2.0,2.0,0,1,0,1,0,282,1,0,0,0,1,0,0,0
923225050,44.0,4224,0,1,0,0,5,0.0,0,1,1,0,268.0,1142.0,0,1,1,1142,0,1142,1,3,0,6,1,1,0,1,2.0,528.0,1,1,1,0,1,134000,0,1,0,0,1,0,0,0,0,0,1,0,1,34,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,874.0,0.0,0.0,0.0,0,2.0,3.0,0,1,0,0,1,626,1,1,0,1,0,0,0,0
905426010,84.0,12615,0,1,0,0,6,0.0,0,0,1,1,725.0,1202.0,0,1,1,2158,0,2158,2,4,1,7,1,1,1,1,2.0,576.0,1,1,1,0,1,243000,0,1,1,0,0,1,1,0,0,1,0,0,1,60,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,477.0,0.0,0.0,0.0,0,3.0,3.0,0,1,0,1,0,68,1,1,0,1,0,0,0,0
916475020,85.0,14536,0,1,0,0,8,236.0,1,1,1,1,316.0,1616.0,1,1,1,1629,0,1629,2,3,1,9,1,1,1,1,3.0,808.0,1,1,1,1,1,270000,0,1,1,0,1,0,0,1,0,1,0,0,1,8,0,0,1,1,0,1,1,0,0,0,0,1,0,1300.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,0,0,1,252,1,1,0,1,0,0,0,0
914452190,71.0,9187,0,1,0,0,6,0.0,0,0,1,0,748.0,1084.0,0,1,1,1080,0,1080,1,3,0,5,1,0,0,1,2.0,484.0,1,1,1,1,1,134000,0,1,1,0,0,1,1,0,0,1,0,0,1,27,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,336.0,0.0,0.0,0.0,0,1.0,2.0,0,1,0,1,0,278,1,1,0,1,0,0,0,0
528365070,90.0,9900,0,1,0,1,7,256.0,1,1,1,1,360.0,1347.0,1,1,1,1372,1274,2646,2,4,1,9,1,1,0,1,3.0,656.0,1,1,1,1,1,260000,0,1,1,0,1,0,0,0,1,1,0,1,0,17,1,0,1,1,1,0,0,0,1,0,0,1,0,987.0,0.0,0.0,0.0,0.0,1,3.0,4.0,0,1,1,0,0,544,1,0,0,0,0,1,0,0
907420060,64.0,8333,0,1,0,0,7,0.0,1,1,1,0,738.0,738.0,0,1,1,738,753,1491,2,3,1,7,1,1,1,1,2.0,484.0,1,1,1,1,1,168675,0,1,1,0,1,0,0,1,0,1,0,1,0,4,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,1,1,1,0,0,130,1,0,0,1,0,0,0,0
527158090,69.05520046484602,10147,0,0,0,0,6,32.0,0,1,1,0,206.0,392.0,0,1,1,924,770,1694,2,3,0,7,1,1,0,1,2.0,398.0,1,1,1,0,1,160000,1,0,1,0,0,0,0,1,0,1,0,0,0,16,1,0,1,1,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,186.0,0.0,1,2.0,3.0,0,1,0,0,1,320,1,0,0,1,0,0,0,0
902136110,44.0,5914,1,1,0,0,5,0.0,0,0,1,0,684.0,684.0,0,1,1,684,396,1080,1,3,1,5,1,0,0,0,0.0,0.0,0,0,0,1,1,95000,1,0,0,0,1,0,1,0,0,1,0,0,0,120,0,0,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,0,0,0,0,195,1,1,0,0,1,0,0,0
906392130,79.0,11646,0,0,0,0,6,0.0,1,1,1,1,704.0,704.0,1,1,1,704,718,1422,2,3,1,7,1,1,1,1,2.0,440.0,1,1,1,1,1,173000,0,1,1,0,1,0,0,1,0,1,0,1,0,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,0,0,1,64,1,1,0,0,0,1,0,0
528488130,60.0,7200,1,1,0,0,7,0.0,1,1,1,0,1293.0,1293.0,1,1,1,1301,0,1301,2,2,1,5,1,1,1,1,2.0,572.0,1,1,1,1,1,187750,0,1,0,1,1,0,0,1,0,1,0,0,1,4,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,1,1,1,0,0,337,1,1,1,0,0,0,0,1
527301170,46.0,20544,0,0,0,0,7,123.0,0,1,1,0,791.0,791.0,0,1,1,1236,857,2093,2,3,0,7,1,1,0,1,2.0,542.0,1,1,1,0,1,215000,0,1,1,0,0,0,0,1,0,1,0,1,0,24,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,0,0,1,427,1,1,0,0,1,0,0,0
905107380,69.05520046484602,9981,0,0,0,0,5,340.0,0,0,1,1,852.0,1073.0,0,1,1,1073,0,1073,1,3,0,6,1,0,0,1,1.0,270.0,1,1,1,0,1,120000,0,1,1,0,0,1,1,0,0,1,0,0,1,43,1,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0.0,221.0,0.0,0.0,0,1.0,1.0,0,1,1,0,0,90,1,0,0,0,1,0,0,0
528439080,70.0,8251,0,1,0,0,7,143.0,1,1,1,1,716.0,1494.0,1,1,1,1506,0,1506,2,3,1,7,1,1,1,1,2.0,672.0,1,1,1,1,1,249000,0,1,1,0,1,0,0,1,0,1,0,0,1,5,0,0,1,1,1,0,1,0,0,0,0,1,0,778.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,1,0,0,227,1,0,0,1,0,0,0,0
534175100,78.0,10140,0,1,0,0,7,264.0,0,0,1,0,713.0,1334.0,0,1,1,1334,0,1334,2,3,0,7,1,0,0,1,2.0,477.0,1,1,1,1,1,164500,0,1,1,0,1,0,0,1,0,1,0,0,1,43,1,0,1,1,0,1,0,0,1,0,0,0,1,0.0,0.0,553.0,68.0,0.0,0,3.0,3.0,0,1,1,0,0,319,1,0,1,0,0,0,0,0
916252170,69.05520046484602,8239,0,0,0,0,7,0.0,1,0,0,0,0.0,0.0,0,1,1,1295,0,1295,2,2,1,5,1,0,0,1,1.0,312.0,1,1,1,1,1,230000,0,1,0,0,1,0,0,0,1,0,1,0,1,24,1,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
903426010,69.05520046484602,5700,0,0,0,0,7,0.0,0,0,1,0,336.0,672.0,0,0,0,672,672,1344,1,3,1,6,1,1,1,1,2.0,456.0,1,1,1,0,1,140000,1,0,0,0,0,1,1,0,0,1,0,1,0,81,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,336.0,1,2.0,3.0,0,1,0,1,0,70,1,1,0,1,0,0,0,0
535452140,60.0,7200,0,1,0,0,5,0.0,0,0,1,0,0.0,732.0,0,1,1,732,0,732,1,2,0,4,1,0,0,0,1.0,240.0,1,1,1,1,1,118900,0,1,1,0,0,1,1,0,0,1,0,0,1,58,1,0,0,1,1,0,0,1,0,0,0,0,1,0.0,630.0,102.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,68,1,1,0,0,0,1,0,0
906378110,71.0,9178,0,1,0,0,8,0.0,1,1,1,1,1468.0,1468.0,1,1,1,1468,0,1468,2,3,1,6,1,1,1,1,3.0,904.0,1,1,1,1,1,239900,0,1,1,0,1,0,0,1,0,1,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1,1,1,0,0,334,1,1,0,0,0,1,0,0
527452070,53.0,4043,0,1,0,0,6,0.0,0,1,1,0,186.0,1069.0,0,1,1,1069,0,1069,2,2,0,4,1,1,0,1,2.0,440.0,1,1,1,1,1,146300,0,1,1,0,1,0,1,0,0,0,1,0,1,35,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,727.0,156.0,0.0,0.0,0,2.0,3.0,0,1,1,0,0,280,1,1,1,0,0,0,0,0
923225080,69.05520046484602,4224,0,1,0,0,5,0.0,0,1,1,0,271.0,1040.0,0,1,1,1040,0,1040,1,3,0,6,1,0,0,1,2.0,499.0,1,1,1,1,1,124000,0,1,0,0,1,0,0,0,0,0,1,0,1,35,1,0,0,1,1,0,0,0,0,0,0,1,0,769.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,100,1,1,0,0,1,0,0,0
905100060,75.0,11235,0,1,0,0,5,0.0,0,1,1,1,0.0,925.0,0,1,1,999,0,999,1,3,0,6,1,0,0,0,1.0,308.0,1,1,1,0,1,130000,1,0,1,0,1,0,1,0,0,0,0,0,0,47,1,0,0,1,1,0,0,0,1,0,0,0,1,0.0,925.0,0.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,216,1,0,0,1,0,0,0,0
531385070,65.0,8450,0,1,0,0,7,108.0,0,1,1,0,1349.0,1349.0,1,1,1,1349,0,1349,2,3,0,6,1,0,0,1,2.0,539.0,1,1,1,0,1,179000,0,1,1,0,1,0,0,1,0,1,0,0,1,10,0,0,1,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,175,1,1,0,1,0,0,0,0
527180100,99.0,11851,0,1,0,0,7,0.0,0,1,1,0,1424.0,1424.0,1,1,1,1442,0,1442,2,3,0,5,1,0,0,1,2.0,500.0,1,1,1,1,1,180500,0,1,1,0,0,1,0,1,0,1,0,0,1,20,1,0,0,1,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,542,1,0,0,0,0,1,0,0
902125160,47.0,4608,0,1,0,0,4,0.0,0,0,1,0,747.0,747.0,0,1,1,747,0,747,1,2,0,4,1,0,0,1,1.0,220.0,1,1,1,1,1,80000,0,0,0,0,0,1,1,0,0,1,0,0,1,65,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
528435030,78.0,9262,0,1,0,0,8,194.0,1,1,1,0,1573.0,1573.0,1,1,1,1578,0,1578,2,3,1,7,1,1,1,1,3.0,840.0,1,1,1,1,1,287090,0,1,1,0,1,0,0,1,0,1,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1,1,0,0,1,36,1,0,0,0,0,1,0,1
902427045,70.0,12702,0,1,0,0,5,0.0,0,0,0,0,0.0,0.0,0,1,0,882,0,882,1,2,0,4,1,0,0,0,1.0,308.0,1,1,1,1,1,97000,0,1,0,0,1,0,1,0,0,1,0,0,1,54,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,45,1,1,0,0,1,0,0,0
528228360,69.05520046484602,2938,0,1,0,0,7,40.0,1,1,1,1,330.0,1368.0,1,1,1,1511,0,1511,2,2,1,5,1,1,0,1,2.0,398.0,1,1,1,1,1,246990,0,1,1,0,1,0,0,1,0,0,1,0,1,8,1,0,1,1,1,0,1,0,0,0,0,1,0,1038.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,0,0,1,160,1,0,1,0,0,0,0,0
527175130,160.0,18160,0,1,0,0,6,138.0,0,0,1,1,752.0,1302.0,0,1,1,1128,0,1128,1,3,0,6,1,1,0,1,2.0,480.0,1,1,0,0,1,154204,0,1,1,0,1,0,0,1,0,1,0,0,1,46,1,0,0,1,1,0,0,0,1,0,0,0,1,0.0,0.0,550.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,354,1,0,0,1,0,0,0,0
535425060,76.0,11355,0,0,0,0,7,125.0,0,0,1,0,675.0,1312.0,1,1,1,1312,0,1312,1,3,0,6,1,1,1,1,2.0,495.0,1,1,1,0,0,186000,0,1,1,0,0,1,1,0,0,1,0,0,1,52,0,0,1,1,1,0,0,0,1,0,0,0,1,0.0,0.0,637.0,0.0,0.0,0,1.0,2.0,0,1,1,0,0,448,1,0,0,0,1,0,0,0
527451550,21.0,1680,0,1,0,0,5,356.0,0,0,1,0,280.0,630.0,0,1,1,630,672,1302,2,3,0,6,1,0,0,0,1.0,264.0,1,1,1,1,1,111750,1,0,0,0,1,0,1,0,0,0,0,1,0,38,1,0,1,1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,350.0,1,2.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
528176010,110.0,14300,0,1,1,1,9,1095.0,1,1,1,1,1473.0,2846.0,1,1,1,2696,0,2696,2,3,1,10,1,1,1,1,3.0,958.0,1,1,1,1,1,500000,0,1,1,0,1,0,0,0,1,1,0,0,1,7,0,0,1,1,0,1,1,0,0,0,0,1,0,1373.0,0.0,0.0,0.0,0.0,0,3.0,4.0,0,1,0,0,1,370,1,1,0,0,0,0,0,0
906378190,65.0,10616,0,0,0,0,7,0.0,1,1,1,0,628.0,628.0,1,1,1,628,728,1356,2,3,1,6,1,1,1,1,2.0,484.0,1,1,1,1,1,177439,0,1,1,0,1,0,0,1,0,1,0,1,0,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,1,1,0,0,1,124,1,0,0,0,1,0,0,1
528108070,96.0,11308,0,0,0,0,9,154.0,1,1,1,1,168.0,1104.0,1,1,1,1130,1054,2184,2,3,1,10,1,1,1,1,3.0,836.0,1,1,1,1,1,335000,0,1,1,0,1,0,0,0,1,1,0,1,0,2,1,1,0,1,1,0,1,0,0,0,0,1,0,936.0,0.0,0.0,0.0,0.0,1,3.0,4.0,1,1,0,0,1,102,1,1,0,0,0,1,0,0
527359070,80.0,10480,0,1,0,0,7,660.0,0,0,1,0,400.0,803.0,0,1,1,1098,866,1964,2,4,0,8,1,1,1,1,2.0,483.0,1,1,1,1,1,205000,0,1,1,0,1,0,0,1,0,1,0,1,0,34,1,0,1,1,0,1,0,0,0,0,1,0,1,0.0,403.0,0.0,0.0,0.0,1,2.0,3.0,0,1,1,0,0,69,1,1,0,0,1,0,0,0
527184110,35.0,5118,0,0,1,0,8,0.0,1,1,1,1,386.0,1312.0,0,1,1,1321,0,1321,1,1,1,4,1,1,0,1,2.0,484.0,1,1,1,1,1,212000,0,1,1,0,1,0,0,0,1,0,1,0,1,20,1,0,0,1,1,0,0,0,0,0,0,1,0,926.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,204,1,1,0,1,0,0,0,0
911370510,44.0,3811,0,0,1,1,8,186.0,1,1,1,1,221.0,1594.0,1,1,1,1646,0,1646,2,2,1,5,1,1,1,1,2.0,525.0,1,1,1,1,1,246000,0,1,0,0,0,1,0,1,0,0,1,0,1,6,0,1,0,1,0,1,0,0,0,0,0,1,0,1373.0,0.0,0.0,0.0,0.0,0,3.0,4.0,0,1,0,0,1,336,1,0,0,0,0,0,0,0
527302070,69.05520046484602,10825,0,0,0,0,7,174.0,1,1,1,1,513.0,1260.0,0,1,1,1260,0,1260,2,3,0,6,1,0,0,1,2.0,598.0,1,1,1,1,1,181900,0,1,1,0,1,0,0,1,0,1,0,0,1,27,1,0,1,1,1,0,0,0,0,0,1,0,1,747.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,0,1,0,152,1,1,0,0,1,0,0,0
902206040,50.0,5500,0,1,0,0,5,0.0,0,0,1,0,0.0,926.0,0,1,1,926,0,1316,1,3,0,6,1,0,0,0,2.0,484.0,1,1,1,1,1,130000,1,0,0,0,0,1,1,0,0,1,0,0,0,81,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,692.0,0.0,234.0,0.0,0,2.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
902105110,60.0,9600,1,1,0,0,5,0.0,0,0,0,0,264.0,264.0,1,1,1,768,664,1432,2,2,0,7,1,0,0,0,2.0,360.0,1,1,1,0,1,132000,1,0,0,0,1,0,1,0,0,1,0,1,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,0,1,0,1,0,382,1,0,0,1,0,0,0,0
906223040,75.0,9317,0,1,0,0,7,0.0,1,1,1,0,282.0,779.0,1,1,1,1029,929,1958,2,3,1,7,1,1,0,1,2.0,499.0,1,1,1,1,1,220000,0,1,1,0,1,0,0,1,0,1,0,1,0,16,0,0,0,1,1,0,1,0,0,0,0,1,0,497.0,0.0,0.0,0.0,0.0,1,3.0,4.0,0,1,1,0,0,295,1,1,0,1,0,0,0,0
907252210,69.05520046484602,11838,0,1,0,0,8,0.0,1,1,1,1,1753.0,1753.0,1,1,1,1788,0,1788,2,3,1,7,1,1,0,1,2.0,522.0,1,1,1,1,1,236500,0,1,1,0,1,0,0,1,0,1,0,0,1,9,1,0,0,1,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,353,1,1,0,0,0,1,0,0
527365030,75.0,8004,0,0,0,0,8,110.0,1,1,1,0,288.0,832.0,1,1,1,832,1103,1935,2,3,0,8,1,0,0,1,2.0,552.0,1,1,1,1,1,263435,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,544.0,0.0,0.0,0.0,0.0,1,3.0,4.0,1,1,0,0,1,150,1,1,0,0,0,1,0,1
903454100,60.0,6876,0,1,0,0,6,0.0,0,0,1,0,1272.0,1272.0,0,1,1,1272,0,1969,2,4,0,9,0,1,1,0,2.0,400.0,1,1,1,1,1,141000,1,0,0,0,1,0,0,0,0,1,0,0,0,72,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,34,1,1,0,0,1,0,0,0
528250030,69.05520046484602,8396,0,0,0,0,7,196.0,1,1,1,0,847.0,847.0,1,1,1,847,1139,1986,2,4,1,9,1,1,1,1,2.0,434.0,1,1,1,1,1,213000,0,1,1,0,1,0,0,1,0,1,0,1,0,7,1,0,1,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,0,0,1,168,1,0,0,0,1,0,0,0
916386020,73.0,9803,0,1,0,0,7,0.0,1,1,1,0,1214.0,1214.0,1,1,1,1214,0,1214,2,2,1,6,1,0,0,1,2.0,520.0,1,1,1,1,1,179781,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1,1,1,0,0,25,1,1,0,0,0,0,0,1
528186160,48.0,6240,0,1,0,0,8,176.0,1,1,1,0,496.0,1342.0,1,1,1,1342,0,1342,2,2,1,6,1,1,1,1,2.0,550.0,1,1,1,1,1,234250,0,1,1,0,1,0,0,0,1,0,1,0,1,4,0,0,1,1,0,1,0,1,0,0,0,1,0,846.0,0.0,0.0,0.0,0.0,0,3.0,3.0,1,1,0,0,1,35,1,1,0,0,1,0,0,0
916325080,69.05520046484602,15498,0,0,0,0,8,0.0,1,1,1,1,0.0,1565.0,0,1,1,2898,0,2898,2,2,1,10,1,1,1,1,2.0,665.0,1,1,1,1,1,287000,0,1,1,0,0,1,0,1,0,1,0,0,1,34,1,0,0,1,0,1,0,0,1,0,0,0,1,0.0,1165.0,0.0,400.0,0.0,0,3.0,3.0,0,1,0,0,1,246,1,0,0,0,1,0,0,0
528275160,69.05520046484602,12891,0,0,0,0,8,0.0,1,1,1,0,219.0,870.0,1,1,1,878,1126,2004,2,4,1,8,1,1,1,1,3.0,644.0,1,1,1,1,1,257500,0,1,1,0,0,1,0,1,0,1,0,1,0,8,1,0,0,1,1,0,1,0,0,0,0,1,0,651.0,0.0,0.0,0.0,0.0,1,3.0,4.0,0,1,0,0,1,48,1,1,0,0,0,1,0,0
